Ser No,0 to 9,S/B,R/G
3100052431,5,B,G/V
3100052432,5,B,G/V
3100052433,5,B,G/V
3100052434,9,B,G
3100052435,9,B,G
3100052436,4,S,R
3100052437,8,B,R
3100052438,5,B,G/V
3100052439,2,S,R
3100052440,9,B,G
3100052441,8,B,R
3100052442,8,B,R
3100052443,6,B,R
3100052444,0,S,R/V
3100052445,8,B,R
3100052446,9,B,G
3100052447,6,B,R
3100052448,6,B,R
3100052449,7,B,G
3100052450,7,B,G
3100052451,6,B,R
3100052452,2,S,R
3100052453,6,B,R
3100052454,4,S,R
3100052455,3,S,G
3100052456,9,B,G
3100052457,3,S,G
3100052458,3,S,G
3100052459,3,S,G
3100052460,1,S,G
3100052461,9,B,G
3100052462,9,B,G
3100052463,9,B,G
3100052464,2,S,R
3100052465,9,B,G
3100052466,5,B,G/V
3100052467,8,B,R
3100052468,5,B,G/V
3100052469,0,S,R/V
3100052470,3,S,G
3100052471,5,B,G/V
3100052472,7,B,G
3100052473,9,B,G
3100052474,6,B,R
3100052475,4,S,R
3100052476,7,B,G
3100052477,2,S,R
3100052478,1,S,G
3100052479,7,B,G
3100052480,2,S,R
3100052481,5,B,G/V
3100052482,2,S,R
3100052483,8,B,R
3100052484,9,B,G
3100052485,7,B,G
3100052486,1,S,G
3100052487,4,S,R
3100052488,2,S,R
3100052489,7,B,G
3100052490,9,B,G
3100052491,1,S,G
3100052492,3,S,G
3100052493,7,B,G
3100052494,7,B,G
3100052495,3,S,G
3100052496,6,B,R
3100052497,7,B,G
3100052498,2,S,R
3100052499,9,B,G
3100052500,7,B,G
3100052501,5,B,G/V
3100052502,1,S,G
3100052503,6,B,R
3100052504,4,S,R
3100052505,7,B,G
3100052506,1,S,G
3100052507,3,S,G
3100052508,6,B,R
3100052509,5,B,G/V
3100052510,8,B,R
3100052511,1,S,G
3100052512,0,S,R/V
3100052513,1,S,G
3100052514,0,S,R/V
3100052515,1,S,G
3100052516,7,B,G
3100052517,7,B,G
3100052518,5,B,G/V
3100052519,5,B,G/V
3100052520,8,B,R
3100052521,0,S,R/V
3100052522,0,S,R/V
3100052523,0,S,R/V
3100052524,7,B,G
3100052525,3,S,G
3100052526,6,B,R
3100052527,2,S,R
3100052528,0,S,R/V
3100052529,1,S,G
3100052530,6,B,R
3100052531,0,S,R/V
3100052532,6,B,R
3100052533,9,B,G
3100052534,8,B,R
3100052535,1,S,G
3100052536,1,S,G
3100052537,3,S,G
3100052538,1,S,G
3100052539,3,S,G
3100052540,8,B,R
3100052541,8,B,R
3100052542,1,S,G
3100052543,9,B,G
3100052544,1,S,G
3100052545,0,S,R/V
3100052546,9,B,G
3100052547,5,B,G/V
3100052548,1,S,G
3100052549,6,B,R
3100052550,0,S,R/V
3100052551,1,S,G
3100052552,2,S,R
3100052553,2,S,R
3100052554,6,B,R
3100052555,6,B,R
3100052556,0,S,R/V
3100052557,0,S,R/V
3100052558,3,S,G
3100052559,9,B,G
3100052560,7,B,G
3100052561,4,S,R
3100052562,2,S,R
3100052563,3,S,G
3100052564,3,S,G
3100052565,0,S,R/V
3100052566,0,S,R/V
3100052567,2,S,R
3100052568,1,S,G
3100052569,4,S,R
3100052570,6,B,R
3100052571,5,B,G/V
3100052572,3,S,G
3100052573,9,B,G
3100052574,0,S,R/V
3100052575,3,S,G
3100052576,9,B,G
3100052577,4,S,R
3100052578,5,B,G/V
3100052579,3,S,G
3100052580,2,S,R
3100052581,4,S,R
3100052582,5,B,G/V
3100052583,3,S,G
3100052584,8,B,R
3100052585,8,B,R
3100052586,5,B,G/V
3100052587,2,S,R
3100052588,1,S,G
3100052589,9,B,G
3100052590,9,B,G
3100052591,5,B,G/V
3100052592,4,S,R
3100052593,5,B,G/V
3100052594,4,S,R
3100052595,4,S,R
3100052596,1,S,G
3100052597,9,B,G
3100052598,6,B,R
3100052599,6,B,R
3100052600,6,B,R
3100052601,7,B,G
3100052602,6,B,R
3100052603,2,S,R
3100052604,4,S,R
3100052605,8,B,R
3100052606,6,B,R
3100052607,2,S,R
3100052608,4,S,R
3100052609,3,S,G
3100052610,8,B,R
3100052611,5,B,G/V
3100052612,5,B,G/V
3100052613,1,S,G
3100052614,7,B,G
3100052615,7,B,G
3100052616,2,S,R
3100052617,4,S,R
3100052618,5,B,G/V
3100052619,5,B,G/V
3100052620,8,B,R
3100052621,4,S,R
3100052622,8,B,R
3100052623,6,B,R
3100052624,5,B,G/V
3100052625,6,B,R
3100052626,1,S,G
3100052627,5,B,G/V
3100052628,3,S,G
3100052629,6,B,R
3100052630,0,S,R/V
3100052631,7,B,G
3100052632,2,S,R
3100052633,4,S,R
3100052634,1,S,G
3100052635,3,S,G
3100052636,0,S,R/V
3100052637,6,B,R
3100052638,0,S,R/V
3100052639,3,S,G
3100052640,2,S,R
3100052641,6,B,R
3100052642,6,B,R
3100052643,5,B,G/V
3100052644,5,B,G/V
3100052645,8,B,R
3100052646,3,S,G
3100052647,2,S,R
3100052648,1,S,G
3100052649,4,S,R
3100052650,6,B,R
3100052651,5,B,G/V
3100052652,8,B,R
3100052653,7,B,G
3100052654,2,S,R
3100052655,6,B,R
3100052656,4,S,R
3100052657,7,B,G
3100052658,2,S,R
3100052659,8,B,R
3100052660,2,S,R
3100052661,6,B,R
3100052662,3,S,G
3100052663,1,S,G
3100052664,3,S,G
3100052665,7,B,G
3100052666,6,B,R
3100052667,2,S,R
3100052668,0,S,R/V
3100052669,1,S,G
3100052670,8,B,R
3100052671,9,B,G
3100052672,9,B,G
3100052673,7,B,G
3100052674,7,B,G
3100052675,6,B,R
3100052676,3,S,G
3100052677,8,B,R
3100052678,0,S,R/V
3100052679,1,S,G
3100052680,6,B,R
3100052681,4,S,R
3100052682,0,S,R/V
3100052683,6,B,R
3100052684,5,B,G/V
3100052685,9,B,G
3100052686,0,S,R/V
3100052687,6,B,R
3100052688,9,B,G
3100052689,9,B,G
3100052690,3,S,G
3100052691,4,S,R
3100052692,6,B,R
3100052693,0,S,R/V
3100052694,3,S,G
3100052695,4,S,R
3100052696,8,B,R
3100052697,2,S,R
3100052698,5,B,G/V
3100052699,2,S,R
3100052700,5,B,G/V
3100052701,0,S,R/V
3100052702,9,B,G
3100052703,1,S,G
3100052704,0,S,R/V
3100052705,2,S,R
3100052706,8,B,R
3100052707,0,S,R/V
3100052708,9,B,G
3100052709,9,B,G
3100052710,6,B,R
3100052711,6,B,R
3100052712,0,S,R/V
3100052713,5,B,G/V
3100052714,4,S,R
3100052715,4,S,R
3100052716,5,B,G/V
3100052717,5,B,G/V
3100052718,9,B,G
3100052719,2,S,R
3100052720,1,S,G
3100052721,7,B,G
3100052722,4,S,R
3100052723,7,B,G
3100052724,2,S,R
3100052725,4,S,R
3100052726,2,S,R
3100052727,9,B,G
3100052728,1,S,G
3100052729,1,S,G
3100052730,3,S,G
3100052731,0,S,R/V
3100052732,9,B,G
3100052733,6,B,R
3100052734,8,B,R
3100052735,5,B,G/V
3100052736,1,S,G
3100052737,2,S,R
3100052738,6,B,R
3100052739,0,S,R/V
3100052740,5,B,G/V
3100052741,7,B,G
3100052742,6,B,R
3100052743,3,S,G
3100052744,4,S,R
3100052745,0,S,R/V
3100052746,3,S,G
3100052747,6,B,R
3100052748,0,S,R/V
3100052749,5,B,G/V
3100052750,7,B,G
3100052751,7,B,G
3100052752,6,B,R
3100052753,6,B,R
3100052754,6,B,R
3100052755,2,S,R
3100052756,8,B,R
3100052757,0,S,R/V
3100052758,2,S,R
3100052759,8,B,R
3100052760,1,S,G
3100052761,2,S,R
3100052762,9,B,G
3100052763,9,B,G
3100052764,8,B,R
3100052765,1,S,G
3100052766,8,B,R
3100052767,3,S,G
3100052768,1,S,G
3100052769,5,B,G/V
3100052770,6,B,R
3100052771,0,S,R/V
3100052772,0,S,R/V
3100052773,0,S,R/V
3100052774,1,S,G
3100052775,4,S,R
3100052776,2,S,R
3100052777,5,B,G/V
3100052778,1,S,G
3100052779,4,S,R
3100052780,8,B,R
3100052781,7,B,G
3100052782,3,S,G
3100052783,4,S,R
3100052784,9,B,G
3100052785,1,S,G
3100052786,5,B,G/V
3100052787,4,S,R
3100052788,6,B,R
3100052789,0,S,R/V
3100052790,0,S,R/V
3100052791,1,S,G
3100052792,8,B,R
3100052793,7,B,G
3100052794,1,S,G
3100052795,2,S,R
3100052796,8,B,R
3100052797,1,S,G
3100052798,4,S,R
3100052799,0,S,R/V
3100052800,4,S,R
3100052801,7,B,G
3100052802,4,S,R
3100052803,7,B,G
3100052804,3,S,G
3100052805,6,B,R
3100052806,5,B,G/V
3100052807,4,S,R
3100052808,1,S,G
3100052809,9,B,G
3100052810,2,S,R
3100052811,1,S,G
3100052812,3,S,G
3100052813,6,B,R
3100052814,1,S,G
3100052815,2,S,R
3100052816,1,S,G
3100052817,8,B,R
3100052818,3,S,G
3100052819,4,S,R
3100052820,0,S,R/V
3100052821,7,B,G
3100052822,2,S,R
3100052823,8,B,R
3100052824,7,B,G
3100052825,3,S,G
3100052826,6,B,R
3100052827,4,S,R
3100052828,7,B,G
3100052829,5,B,G/V
3100052830,0,S,R/V
3100052831,9,B,G
3100052832,1,S,G
3100052833,6,B,R
3100052834,8,B,R
3100052835,1,S,G
3100052836,7,B,G
3100052837,8,B,R
3100052838,7,B,G
3100052839,0,S,R/V
3100052840,5,B,G/V
3100052841,7,B,G
3100052842,5,B,G/V
3100052843,1,S,G
3100052844,6,B,R
3100052845,8,B,R
3100052846,7,B,G
3100052847,3,S,G
3100052848,0,S,R/V
3100052849,9,B,G
3100052850,3,S,G
3100052851,1,S,G
3100052852,0,S,R/V
3100052853,2,S,R
3100052854,0,S,R/V
3100052855,4,S,R
3100052856,7,B,G
3100052857,2,S,R
3100052858,5,B,G/V
3100052859,4,S,R
3100052860,3,S,G
3100052861,1,S,G
3100052862,0,S,R/V
3100052863,5,B,G/V
3100052864,0,S,R/V
3100052865,5,B,G/V
3100052866,8,B,R
3100052867,0,S,R/V
3100052868,2,S,R
3100052869,5,B,G/V
3100052870,2,S,R
3100052871,2,S,R
3100052872,2,S,R
3100052873,3,S,G
3100052874,6,B,R
3100052875,6,B,R
3100052876,1,S,G
3100052877,6,B,R
3100052878,5,B,G/V
3100052879,5,B,G/V
3100052880,7,B,G
4100050001,7,B,G
4100050002,8,B,R
4100050003,9,B,G
4100050004,5,B,G/V
4100050005,1,S,G
4100050006,2,S,R
4100050007,0,S,R/V
4100050008,8,B,R
4100050009,7,B,G
4100050010,4,S,R
4100050011,7,B,G
4100050012,7,B,G
4100050013,9,B,G
4100050014,4,S,R
4100050015,9,B,G
4100050016,5,B,G/V
4100050017,6,B,R
4100050018,2,S,R
4100050019,7,B,G
4100050020,6,B,R
4100050021,9,B,G
4100050022,8,B,R
4100050023,0,S,R/V
4100050024,0,S,R/V
4100050025,8,B,R
4100050026,3,S,G
4100050027,8,B,R
4100050028,4,S,R
4100050029,4,S,R
4100050030,7,B,G
4100050031,0,S,R/V
4100050032,8,B,R
4100050033,5,B,G/V
4100050034,2,S,R
4100050035,8,B,R
4100050036,4,S,R
4100050037,0,S,R/V
4100050038,7,B,G
4100050039,0,S,R/V
4100050040,6,B,R
4100050041,5,B,G/V
4100050042,8,B,R
4100050043,6,B,R
4100050044,4,S,R
4100050045,3,S,G
4100050046,2,S,R
4100050047,6,B,R
4100050048,9,B,G
4100050049,9,B,G
4100050050,3,S,G
4100050051,8,B,R
4100050052,0,S,R/V
4100050053,8,B,R
4100050054,7,B,G
4100050055,1,S,G
4100050056,0,S,R/V
4100050057,4,S,R
4100050058,7,B,G
4100050059,4,S,R
4100050060,8,B,R
4100050061,9,B,G
4100050062,2,S,R
4100050063,7,B,G
4100050064,7,B,G
4100050065,1,S,G
4100050066,3,S,G
4100050067,5,B,G/V
4100050068,2,S,R
4100050069,4,S,R
4100050070,6,B,R
4100050071,2,S,R
4100050072,1,S,G
4100050073,7,B,G
4100050074,4,S,R
4100050075,5,B,G/V
4100050076,7,B,G
4100050077,6,B,R
4100050078,8,B,R
4100050079,0,S,R/V
4100050080,1,S,G
4100050081,6,B,R
4100050082,6,B,R
4100050083,0,S,R/V
4100050084,4,S,R
4100050085,7,B,G
4100050086,0,S,R/V
4100050087,7,B,G
4100050088,9,B,G
4100050089,7,B,G
4100050090,3,S,G
4100050091,7,B,G
4100050092,3,S,G
4100050093,6,B,R
4100050094,6,B,R
4100050095,7,B,G
4100050096,5,B,G/V
4100050097,0,S,R/V
4100050098,5,B,G/V
4100050099,4,S,R
4100050100,6,B,R
4100050101,6,B,R
4100050102,9,B,G
4100050103,1,S,G
4100050104,5,B,G/V
4100050105,4,S,R
4100050106,9,B,G
4100050107,7,B,G
4100050108,5,B,G/V
4100050109,0,S,R/V
4100050110,1,S,G
4100050111,6,B,R
4100050112,4,S,R
4100050113,4,S,R
4100050114,8,B,R
4100050115,3,S,G
4100050116,6,B,R
4100050117,6,B,R
4100050118,9,B,G
4100050119,8,B,R
4100050120,2,S,R
4100050121,2,S,R
4100050122,2,S,R
4100050123,2,S,R
4100050124,5,B,G/V
4100050125,2,S,R
4100050126,5,B,G/V
4100050127,4,S,R
4100050128,4,S,R
4100050129,6,B,R
4100050130,6,B,R
4100050131,8,B,R
4100050132,3,S,G
4100050133,2,S,R
4100050134,8,B,R
4100050135,6,B,R
4100050136,2,S,R
4100050137,0,S,R/V
4100050138,9,B,G
4100050139,3,S,G
4100050140,5,B,G/V
4100050141,7,B,G
4100050142,8,B,R
4100050143,7,B,G
4100050144,6,B,R
4100050145,4,S,R
4100050146,0,S,R/V
4100050147,7,B,G
4100050148,2,S,R
4100050149,1,S,G
4100050150,8,B,R
4100050151,8,B,R
4100050152,2,S,R
4100050153,9,B,G
4100050154,1,S,G
4100050155,8,B,R
4100050156,6,B,R
4100050157,3,S,G
4100050158,6,B,R
4100050159,6,B,R
4100050160,6,B,R
4100050161,7,B,G
4100050162,2,S,R
4100050163,0,S,R/V
4100050164,7,B,G
4100050165,3,S,G
4100050166,1,S,G
4100050167,8,B,R
4100050168,9,B,G
4100050169,6,B,R
4100050170,2,S,R
4100050171,7,B,G
4100050172,8,B,R
4100050173,8,B,R
4100050174,7,B,G
4100050175,0,S,R/V
4100050176,7,B,G
4100050177,4,S,R
4100050178,1,S,G
4100050179,8,B,R
4100050180,1,S,G
4100050181,3,S,G
4100050182,8,B,R
4100050183,1,S,G
4100050184,5,B,G/V
4100050185,8,B,R
4100050186,8,B,R
4100050187,6,B,R
4100050188,2,S,R
4100050189,2,S,R
4100050190,4,S,R
4100050191,2,S,R
4100050192,1,S,G
4100050193,7,B,G
4100050194,4,S,R
4100050195,3,S,G
4100050196,0,S,R/V
4100050197,9,B,G
4100050198,0,S,R/V
4100050199,4,S,R
4100050200,6,B,R
4100050201,9,B,G
4100050202,5,B,G/V
4100050203,1,S,G
4100050204,6,B,R
4100050205,6,B,R
4100050206,0,S,R/V
4100050207,2,S,R
4100050208,6,B,R
4100050209,8,B,R
4100050210,5,B,G/V
4100050211,7,B,G
4100050212,0,S,R/V
4100050213,6,B,R
4100050214,7,B,G
4100050215,7,B,G
4100050216,8,B,R
4100050217,6,B,R
4100050218,3,S,G
4100050219,1,S,G
4100050220,6,B,R
4100050221,7,B,G
4100050222,7,B,G
4100050223,6,B,R
4100050224,0,S,R/V
4100050225,3,S,G
4100050226,5,B,G/V
4100050227,6,B,R
4100050228,8,B,R
4100050229,6,B,R
4100050230,8,B,R
4100050231,8,B,R
4100050232,1,S,G
4100050233,5,B,G/V
4100050234,6,B,R
4100050235,0,S,R/V
4100050236,1,S,G
4100050237,5,B,G/V
4100050238,4,S,R
4100050239,4,S,R
4100050240,7,B,G
4100050241,5,B,G/V
4100050242,0,S,R/V
4100050243,3,S,G
4100050244,5,B,G/V
4100050245,2,S,R
4100050246,3,S,G
4100050247,7,B,G
4100050248,1,S,G
4100050249,3,S,G
4100050250,0,S,R/V
4100050251,8,B,R
4100050252,9,B,G
4100050253,0,S,R/V
4100050254,0,S,R/V
4100050255,5,B,G/V
4100050256,4,S,R
4100050257,0,S,R/V
4100050258,0,S,R/V
4100050259,9,B,G
4100050260,8,B,R
4100050261,6,B,R
4100050262,2,S,R
4100050263,8,B,R
4100050264,6,B,R
4100050265,0,S,R/V
4100050266,3,S,G
4100050267,6,B,R
4100050268,2,S,R
4100050269,2,S,R
4100050270,9,B,G
4100050271,0,S,R/V
4100050272,4,S,R
4100050273,3,S,G
4100050274,4,S,R
4100050275,2,S,R
4100050276,0,S,R/V
4100050277,9,B,G
4100050278,6,B,R
4100050279,9,B,G
4100050280,3,S,G
4100050281,5,B,G/V
4100050282,6,B,R
4100050283,9,B,G
4100050284,2,S,R
4100050285,5,B,G/V
4100050286,3,S,G
4100050287,6,B,R
4100050288,7,B,G
4100050289,6,B,R
4100050290,0,S,R/V
4100050291,4,S,R
4100050292,5,B,G/V
4100050293,0,S,R/V
4100050294,0,S,R/V
4100050295,9,B,G
4100050296,1,S,G
4100050297,3,S,G
4100050298,4,S,R
4100050299,0,S,R/V
4100050300,7,B,G
4100050301,4,S,R
4100050302,6,B,R
4100050303,3,S,G
4100050304,1,S,G
4100050305,7,B,G
4100050306,8,B,R
4100050307,4,S,R
4100050308,2,S,R
4100050309,1,S,G
4100050310,5,B,G/V
4100050311,4,S,R
4100050312,9,B,G
4100050313,0,S,R/V
4100050314,6,B,R
4100050315,6,B,R
4100050316,4,S,R
4100050317,4,S,R
4100050318,7,B,G
4100050319,8,B,R
4100050320,1,S,G
4100050321,2,S,R
4100050322,0,S,R/V
4100050323,4,S,R
4100050324,4,S,R
4100050325,8,B,R
4100050326,3,S,G
4100050327,8,B,R
4100050328,0,S,R/V
4100050329,3,S,G
4100050330,1,S,G
4100050331,0,S,R/V
4100050332,2,S,R
4100050333,7,B,G
4100050334,3,S,G
4100050335,0,S,R/V
4100050336,5,B,G/V
4100050337,2,S,R
4100050338,8,B,R
4100050339,0,S,R/V
4100050340,7,B,G
4100050341,7,B,G
4100050342,4,S,R
4100050343,3,S,G
4100050344,2,S,R
4100050345,1,S,G
4100050346,4,S,R
4100050347,7,B,G
4100050348,8,B,R
4100050349,8,B,R
4100050350,3,S,G
4100050351,7,B,G
4100050352,8,B,R
4100050353,8,B,R
4100050354,2,S,R
4100050355,4,S,R
4100050356,4,S,R
4100050357,0,S,R/V
4100050358,8,B,R
4100050359,6,B,R
4100050360,4,S,R
4100050361,9,B,G
4100050362,6,B,R
4100050363,9,B,G
4100050364,0,S,R/V
4100050365,8,B,R
4100050366,6,B,R
4100050367,9,B,G
4100050368,7,B,G
4100050369,1,S,G
4100050370,9,B,G
4100050371,4,S,R
4100050372,5,B,G/V
4100050373,4,S,R
4100050374,4,S,R
4100050375,2,S,R
4100050376,5,B,G/V
4100050377,1,S,G
4100050378,3,S,G
4100050379,4,S,R
4100050380,8,B,R
4100050381,8,B,R
4100050382,0,S,R/V
4100050383,8,B,R
4100050384,5,B,G/V
4100050385,4,S,R
4100050386,4,S,R
4100050387,5,B,G/V
4100050388,8,B,R
4100050389,4,S,R
4100050390,3,S,G
4100050391,5,B,G/V
4100050392,4,S,R
4100050393,1,S,G
4100050394,0,S,R/V
4100050395,4,S,R
4100050396,6,B,R
4100050397,2,S,R
4100050398,6,B,R
4100050399,4,S,R
4100050400,0,S,R/V
4100050401,3,S,G
4100050402,8,B,R
4100050403,2,S,R
4100050404,7,B,G
4100050405,1,S,G
4100050406,5,B,G/V
4100050407,0,S,R/V
4100050408,9,B,G
4100050409,7,B,G
4100050410,4,S,R
4100050411,5,B,G/V
4100050412,9,B,G
4100050413,8,B,R
4100050414,4,S,R
4100050415,5,B,G/V
4100050416,2,S,R
4100050417,1,S,G
4100050418,0,S,R/V
4100050419,3,S,G
4100050420,9,B,G
4100050421,3,S,G
4100050422,2,S,R
4100050423,0,S,R/V
4100050424,9,B,G
4100050425,2,S,R
4100050426,1,S,G
4100050427,1,S,G
4100050428,8,B,R
4100050429,7,B,G
4100050430,2,S,R
4100050431,4,S,R
4100050432,5,B,G/V
4100050433,2,S,R
4100050434,7,B,G
4100050435,7,B,G
4100050436,5,B,G/V
4100050437,5,B,G/V
4100050438,0,S,R/V
4100050439,2,S,R
4100050440,9,B,G
4100050441,8,B,R
4100050442,4,S,R
4100050443,7,B,G
4100050444,8,B,R
4100050445,0,S,R/V
4100050446,0,S,R/V
4100050447,2,S,R
4100050448,1,S,G
4100050449,3,S,G
4100050450,1,S,G
4100050451,0,S,R/V
4100050452,8,B,R
4100050453,2,S,R
4100050454,0,S,R/V
4100050455,3,S,G
4100050456,7,B,G
4100050457,9,B,G
4100050458,7,B,G
4100050459,6,B,R
4100050460,4,S,R
4100050461,9,B,G
4100050462,5,B,G/V
4100050463,8,B,R
4100050464,7,B,G
4100050465,0,S,R/V
4100050466,9,B,G
4100050467,5,B,G/V
4100050468,9,B,G
4100050469,3,S,G
4100050470,7,B,G
4100050471,2,S,R
4100050472,5,B,G/V
4100050473,8,B,R
4100050474,5,B,G/V
4100050475,7,B,G
4100050476,4,S,R
4100050477,8,B,R
4100050478,8,B,R
4100050479,2,S,R
4100050480,4,S,R
4100050481,8,B,R
4100050482,8,B,R
4100050483,0,S,R/V
4100050484,0,S,R/V
4100050485,0,S,R/V
4100050486,2,S,R
4100050487,8,B,R
4100050488,5,B,G/V
4100050489,8,B,R
4100050490,6,B,R
4100050491,3,S,G
4100050492,7,B,G
4100050493,5,B,G/V
4100050494,2,S,R
4100050495,0,S,R/V
4100050496,2,S,R
4100050497,5,B,G/V
4100050498,4,S,R
4100050499,3,S,G
4100050500,3,S,G
4100050501,9,B,G
4100050502,0,S,R/V
4100050503,5,B,G/V
4100050504,7,B,G
4100050505,4,S,R
4100050506,3,S,G
4100050507,0,S,R/V
4100050508,7,B,G
4100050509,8,B,R
4100050510,2,S,R
4100050511,5,B,G/V
4100050512,0,S,R/V
4100050513,4,S,R
4100050514,6,B,R
4100050515,4,S,R
4100050516,2,S,R
4100050517,3,S,G
4100050518,0,S,R/V
4100050519,7,B,G
4100050520,4,S,R
4100050521,2,S,R
4100050522,0,S,R/V
4100050523,5,B,G/V
4100050524,7,B,G
4100050525,7,B,G
4100050526,1,S,G
4100050527,8,B,R
4100050528,3,S,G
4100050529,3,S,G
4100050530,9,B,G
4100050531,6,B,R
4100050532,8,B,R
4100050533,1,S,G
4100050534,6,B,R
4100050535,0,S,R/V
4100050536,0,S,R/V
4100050537,2,S,R
4100050538,9,B,G
4100050539,1,S,G
4100050540,7,B,G
4100050541,4,S,R
4100050542,3,S,G
4100050543,0,S,R/V
4100050544,5,B,G/V
4100050545,3,S,G
4100050546,5,B,G/V
4100050547,4,S,R
4100050548,4,S,R
4100050549,9,B,G
4100050550,1,S,G
4100050551,5,B,G/V
4100050552,0,S,R/V
4100050553,9,B,G
4100050554,6,B,R
4100050555,4,S,R
4100050556,3,S,G
4100050557,0,S,R/V
4100050558,6,B,R
4100050559,4,S,R
4100050560,0,S,R/V
4100050561,9,B,G
4100050562,7,B,G
4100050563,1,S,G
4100050564,8,B,R
4100050565,7,B,G
4100050566,7,B,G
4100050567,5,B,G/V
4100050568,2,S,R
4100050569,6,B,R
4100050570,4,S,R
4100050571,7,B,G
4100050572,2,S,R
4100050573,8,B,R
4100050574,8,B,R
4100050575,1,S,G
4100050576,0,S,R/V
4100050577,3,S,G
4100050578,0,S,R/V
4100050579,1,S,G
4100050580,7,B,G
4100050581,8,B,R
4100050582,0,S,R/V
4100050583,0,S,R/V
4100050584,6,B,R
4100050585,4,S,R
4100050586,2,S,R
4100050587,9,B,G
4100050588,0,S,R/V
4100050589,3,S,G
4100050590,2,S,R
4100050591,9,B,G
4100050592,4,S,R
4100050593,4,S,R
4100050594,4,S,R
4100050595,0,S,R/V
4100050596,9,B,G
4100050597,9,B,G
4100050598,8,B,R
4100050599,8,B,R
4100050600,4,S,R
4100050601,6,B,R
4100050602,4,S,R
4100050603,9,B,G
4100050604,6,B,R
4100050605,8,B,R
4100050606,2,S,R
4100050607,0,S,R/V
4100050608,2,S,R
4100050609,7,B,G
4100050610,2,S,R
4100050611,9,B,G
4100050612,4,S,R
4100050613,0,S,R/V
4100050614,9,B,G
4100050615,9,B,G
4100050616,0,S,R/V
4100050617,1,S,G
4100050618,8,B,R
4100050619,0,S,R/V
4100050620,8,B,R
4100050621,7,B,G
4100050622,8,B,R
4100050623,2,S,R
4100050624,0,S,R/V
4100050625,2,S,R
4100050626,4,S,R
4100050627,4,S,R
4100050628,3,S,G
4100050629,9,B,G
4100050630,0,S,R/V
4100050631,3,S,G
4100050632,7,B,G
4100050633,3,S,G
4100050634,4,S,R
4100050635,2,S,R
4100050636,7,B,G
4100050637,3,S,G
4100050638,2,S,R
4100050639,3,S,G
4100050640,7,B,G
4100050641,0,S,R/V
4100050642,3,S,G
4100050643,3,S,G
4100050644,8,B,R
4100050645,5,B,G/V
4100050646,0,S,R/V
4100050647,0,S,R/V
4100050648,1,S,G
4100050649,1,S,G
4100050650,4,S,R
4100050651,4,S,R
4100050652,0,S,R/V
4100050653,8,B,R
4100050654,0,S,R/V
4100050655,3,S,G
4100050656,4,S,R
4100050657,6,B,R
4100050658,3,S,G
4100050659,4,S,R
4100050660,7,B,G
4100050661,1,S,G
