Ser No,0 to 9,B/S,R/G
19100051044,2,S,R
19100051045,6,B,R
19100051046,4,S,R
19100051047,2,S,R
19100051048,4,S,R
19100051049,3,S,G
19100051050,9,B,G
19100051051,7,B,G
19100051052,3,S,G
19100051053,5,B,G
19100051054,3,S,G
19100051055,5,B,G
19100051056,8,B,R
19100051057,4,S,R
19100051058,3,S,G
19100051059,4,S,R
19100051060,8,B,R
19100051061,9,B,G
19100051062,0,S,R
19100051063,8,B,R
19100051064,9,B,G
19100051065,4,S,R
19100051066,4,S,R
19100051067,2,S,R
19100051068,1,S,G
19100051069,9,B,G
19100051070,2,S,R
19100051071,0,S,R
19100051072,1,S,G
19100051073,8,B,R
19100051074,9,B,G
19100051075,1,S,G
19100051076,8,B,R
19100051077,1,S,G
19100051078,0,S,R
19100051079,9,B,G
19100051080,3,S,G
19100051081,2,S,R
19100051082,5,B,G
19100051083,9,B,G
19100051084,5,B,G
19100051085,0,S,R
19100051086,1,S,G
19100051087,1,S,G
19100051088,7,B,G
19100051089,5,B,G
19100051090,1,S,G
19100051091,4,S,R
19100051092,8,B,R
19100051093,9,B,G
19100051094,4,S,R
19100051095,8,B,R
19100051096,4,S,R
19100051097,9,B,G
19100051098,5,B,G
19100051099,1,S,G
19100051100,8,B,R
19100051101,7,B,G
19100051102,2,S,R
19100051103,3,S,G
19100051104,5,B,G
19100051105,7,B,G
19100051106,4,S,R
19100051107,8,B,R
19100051108,6,B,R
19100051109,4,S,R
19100051110,5,B,G
19100051111,7,B,G
19100051112,5,B,G
19100051113,4,S,R
19100051114,0,S,R
19100051115,6,B,R
19100051116,7,B,G
19100051117,8,B,R
19100051118,0,S,R
19100051119,2,S,R
19100051120,7,B,G
19100051121,0,S,R
19100051122,9,B,G
19100051123,6,B,R
19100051124,9,B,G
19100051125,9,B,G
19100051126,3,S,G
19100051127,7,B,G
19100051128,0,S,R
19100051129,4,S,R
19100051130,1,S,G
19100051145,6,B,R
19100051146,8,B,R
19100051147,6,B,R
19100051148,2,S,R
19100051149,1,S,G
19100051150,7,B,G
19100051151,9,B,G
19100051152,4,S,R
19100051153,3,S,G
19100051154,9,B,G
19100051155,8,B,R
19100051156,2,S,R
19100051157,9,B,G
19100051158,1,S,G
19100051159,6,B,R
19100051160,5,B,G
19100051161,4,S,R
19100051162,6,B,R
19100051163,6,B,R
19100051164,3,S,G
19100051165,1,S,G
19100051166,2,S,R
19100051167,2,S,R
19100051168,9,B,G
19100051169,4,S,R
19100051170,6,B,R
19100051171,4,S,R
19100051172,0,S,R
19100051173,9,B,G
19100051174,9,B,G
19100051175,4,S,R
19100051176,7,B,G
19100051177,6,B,R
19100051178,5,B,G
19100051179,7,B,G
19100051180,7,B,G
19100051181,8,B,R
19100051182,0,S,R
19100051183,2,S,R
19100051184,8,B,R
19100051185,9,B,G
19100051186,7,B,G
19100051187,9,B,G
19100051188,5,B,G
19100051189,9,B,G
19100051190,5,B,G
19100051191,7,B,G
19100051192,1,S,G
19100051193,9,B,G
19100051194,1,S,G
19100051195,4,S,R
19100051196,9,B,G
19100051197,0,S,R
19100051198,7,B,G
19100051199,8,B,R
19100051200,3,S,G
19100051201,7,B,G
19100051202,0,S,R
19100051203,1,S,G
19100051204,0,S,R
19100051205,2,S,R
19100051206,6,B,R
19100051207,5,B,G
19100051208,6,B,R
19100051209,3,S,G
19100051210,9,B,G
19100051211,2,S,R
19100051212,1,S,G
19100051213,9,B,G
19100051214,8,B,R
19100051215,5,B,G
19100051216,4,S,R
19100051217,5,B,G
19100051218,2,S,R
19100051219,5,B,G
19100051220,1,S,G
19100051221,6,B,R
19100051222,7,B,G
19100051223,4,S,R
19100051224,8,B,R
19100051225,8,B,R
19100051226,8,B,R
19100051227,4,S,R
19100051228,0,S,R
19100051229,3,S,G
19100051230,3,S,G
19100051231,6,B,R
19100051232,3,S,G
19100051233,6,B,R
19100051234,9,B,G
19100051235,4,S,R
19100051236,1,S,G
19100051237,9,B,G
19100051238,1,S,G
19100051239,0,S,R
19100051240,6,B,R
19100051241,9,B,G
19100051242,8,B,R
19100051243,3,S,G
19100051244,3,S,G
19100051245,1,S,G
19100051246,9,B,G
19100051247,2,S,R
19100051248,8,B,R
19100051249,8,B,R
19100051250,3,S,G
19100051251,7,B,G
19100051252,3,S,G
19100051253,9,B,G
19100051254,7,B,G
19100051255,3,S,G
19100051256,5,B,G
19100051257,9,B,G
19100051258,7,B,G
19100051259,2,S,R
19100051260,8,B,R
19100051261,1,S,G
19100051262,7,B,G
19100051263,6,B,R
19100051264,7,B,G
19100051265,1,S,G
19100051266,8,B,R
19100051267,5,B,G
19100051268,9,B,G
19100051269,4,S,R
19100051270,2,S,R
19100051271,7,B,G
19100051272,6,B,R
19100051273,7,B,G
19100051274,0,S,R
19100051275,2,S,R
19100051276,0,S,R
19100051277,3,S,G
19100051278,4,S,R
19100051279,3,S,G
19100051280,2,S,R
19100051281,4,S,R
19100051282,2,S,R
19100051283,6,B,R
19100051284,9,B,G
19100051285,6,B,R
19100051286,5,B,G
19100051287,6,B,R
19100051288,1,S,G
19100051289,4,S,R
19100051290,1,S,G
19100051291,3,S,G
19100051292,4,S,R
19100051293,8,B,R
19100051294,4,S,R
19100051295,3,S,G
19100051296,7,B,G
19100051297,2,S,R
19100051298,2,S,R
19100051299,4,S,R
19100051300,4,S,R
19100051301,0,S,R
19100051302,3,S,G
19100051303,6,B,R
19100051304,8,B,R
19100051305,0,S,R
19100051306,9,B,G
19100051307,3,S,G
19100051308,3,S,G
19100051309,0,S,R
19100051310,2,S,R
19100051311,2,S,R
19100051312,4,S,R
19100051313,8,B,R
19100051314,9,B,G
19100051315,0,S,R
19100051316,8,B,R
19100051317,3,S,G
19100051318,4,S,R
19100051319,0,S,R
19100051320,9,B,G
19100051321,6,B,R
19100051322,4,S,R
19100051323,7,B,G
19100051324,0,S,R
19100051325,8,B,R
19100051326,3,S,G
19100051327,3,S,G
19100051328,7,B,G
19100051329,8,B,R
19100051330,1,S,G
19100051331,4,S,R
19100051332,4,S,R
19100051333,3,S,G
19100051334,7,B,G
19100051335,3,S,G
19100051336,2,S,R
19100051337,0,S,R
19100051338,8,B,R
19100051339,0,S,R
19100051340,8,B,R
19100051341,0,S,R
19100051342,7,B,G
19100051343,7,B,G
19100051344,5,B,G
19100051345,1,S,G
19100051346,7,B,G
19100051347,8,B,R
19100051348,4,S,R
19100051349,4,S,R
19100051350,3,S,G
19100051351,8,B,R
19100051352,3,S,G
19100051353,6,B,R
19100051354,5,B,G
19100051355,4,S,R
19100051356,6,B,R
19100051357,4,S,R
19100051358,7,B,G
19100051359,6,B,R
19100051360,8,B,R
19100051361,5,B,G
19100051362,2,S,R
19100051363,2,S,R
19100051364,1,S,G
19100051365,6,B,R
19100051366,2,S,R
19100051367,7,B,G
19100051368,0,S,R
19100051369,2,S,R
19100051370,0,S,R
19100051371,3,S,G
19100051372,8,B,R
19100051373,0,S,R
19100051374,9,B,G
19100051375,8,B,R
19100051376,8,B,R
19100051377,7,B,G
19100051378,2,S,R
19100051379,2,S,R
19100051380,2,S,R
19100051381,3,S,G
19100051382,1,S,G
19100051383,1,S,G
19100051384,8,B,R
19100051385,7,B,G
19100051386,5,B,G
19100051387,8,B,R
19100051388,2,S,R
19100051389,7,B,G
19100051390,3,S,G
19100051391,5,B,G
19100051392,1,S,G
19100051393,2,S,R
19100051394,2,S,R
19100051395,8,B,R
19100051396,4,S,R
19100051397,9,B,G
19100051398,2,S,R
19100051399,6,B,R
19100051400,0,S,R
19100051401,6,B,R
19100051402,5,B,G
19100051403,8,B,R
19100051404,6,B,R
19100051405,2,S,R
19100051406,2,S,R
19100051407,5,B,G
19100051408,0,S,R
19100051409,6,B,R
19100051410,0,S,R
19100051411,5,B,G
19100051412,8,B,R
19100051413,9,B,G
19100051414,4,S,R
19100051415,1,S,G
19100051416,6,B,R
19100051417,5,B,G
19100051418,2,S,R
19100051419,6,B,R
19100051420,5,B,G
19100051421,8,B,R
19100051422,4,S,R
19100051423,6,B,R
19100051424,4,S,R
19100051425,5,B,G
19100051426,7,B,G
19100051427,1,S,G
19100051428,7,B,G
19100051429,9,B,G
19100051430,0,S,R
19100051431,7,B,G
19100051432,6,B,R
19100051433,5,B,G
19100051434,4,S,R
19100051435,0,S,R
19100051436,4,S,R
19100051437,4,S,R
19100051438,2,S,R
19100051439,8,B,R
19100051440,5,B,G
19100051441,5,B,G
19100051442,3,S,G
19100051443,4,S,R
19100051444,1,S,G
19100051445,3,S,G
19100051446,2,S,R
19100051447,7,B,G
19100051448,4,S,R
19100051449,5,B,G
19100051450,6,B,R
19100051451,3,S,G
19100051452,2,S,R
19100051453,3,S,G
19100051454,7,B,G
19100051455,4,S,R
19100051456,9,B,G
19100051457,6,B,R
19100051458,2,S,R
19100051459,6,B,R
19100051460,8,B,R
19100051461,0,S,R
19100051462,2,S,R
19100051463,5,B,G
19100051464,7,B,G
19100051465,7,B,G
19100051466,3,S,G
19100051467,0,S,R
19100051468,3,S,G
19100051469,6,B,R
19100051470,9,B,G
19100051471,3,S,G
19100051472,9,B,G
19100051473,8,B,R
19100051474,0,S,R
19100051475,8,B,R
19100051476,0,S,R
19100051477,9,B,G
19100051478,2,S,R
19100051479,4,S,R
19100051480,2,S,R
19100051481,1,S,G
19100051482,4,S,R
19100051483,2,S,R
19100051484,8,B,R
19100051485,8,B,R
19100051486,5,B,G
19100051487,8,B,R
19100051488,3,S,G
19100051489,3,S,G
19100051490,8,B,R
19100051491,1,S,G
19100051492,4,S,R
19100051493,8,B,R
19100051494,7,B,G
19100051495,1,S,G
19100051496,9,B,G
19100051497,4,S,R
19100051498,4,S,R
19100051499,8,B,R
19100051500,8,B,R
19100051501,0,S,R
19100051502,3,S,G
19100051503,8,B,R
19100051504,6,B,R
19100051505,0,S,R
19100051506,9,B,G
19100051507,8,B,R
19100051508,8,B,R
19100051509,1,S,G
19100051510,8,B,R
19100051511,2,S,R
19100051512,0,S,R
19100051513,1,S,G
19100051514,8,B,R
19100051515,6,B,R
19100051516,0,S,R
19100051517,0,S,R
19100051518,8,B,R
19100051519,5,B,G
19100051520,5,B,G
19100051521,8,B,R
19100051522,6,B,R
19100051523,7,B,G
19100051524,6,B,R
19100051525,2,S,R
19100051526,3,S,G
19100051527,7,B,G
19100051528,2,S,R
19100051529,8,B,R
19100051530,7,B,G
19100051531,8,B,R
19100051532,8,B,R
19100051533,8,B,R
19100051534,7,B,G
19100051535,6,B,R
19100051536,0,S,R
19100051537,3,S,G
19100051538,0,S,R
19100051539,9,B,G
19100051540,2,S,R
19100051541,7,B,G
19100051542,5,B,G
19100051543,7,B,G
19100051544,9,B,G
19100051545,3,S,G
19100051546,8,B,R
19100051547,5,B,G
19100051548,6,B,R
19100051549,0,S,R
19100051550,2,S,R
19100051551,2,S,R
19100051552,6,B,R
19100051553,3,S,G
19100051554,2,S,R
19100051555,1,S,G
19100051556,8,B,R
19100051557,5,B,G
19100051558,4,S,R
19100051559,8,B,R
19100051560,7,B,G
19100051561,5,B,G
19100051562,8,B,R
19100051563,1,S,G
19100051564,5,B,G
19100051565,2,S,R
19100051566,2,S,R
19100051567,3,S,G
19100051568,9,B,G
19100051569,3,S,G
19100051570,5,B,G
19100051571,8,B,R
19100051572,7,B,G
19100051573,2,S,R
19100051574,7,B,G
19100051575,1,S,G
19100051576,9,B,G
19100051577,0,S,R
19100051578,5,B,G
19100051579,5,B,G
19100051580,1,S,G
19100051581,7,B,G
19100051582,3,S,G
19100051583,9,B,G
19100051584,8,B,R
19100051585,7,B,G
19100051586,0,S,R
19100051587,5,B,G
19100051588,0,S,R
19100051589,5,B,G
19100051590,3,S,G
19100051591,6,B,R
19100051592,5,B,G
19100051593,9,B,G
19100051594,9,B,G
19100051595,0,S,R
19100051596,1,S,G
19100051597,4,S,R
19100051598,0,S,R
19100051599,2,S,R
19100051600,9,B,G
19100051601,7,B,G
19100051602,7,B,G
19100051603,1,S,G
19100051604,9,B,G
19100051605,3,S,G
19100051606,2,S,R
19100051607,1,S,G
19100051608,1,S,G
19100051609,6,B,R
19100051610,5,B,G
19100051611,2,S,R
19100051612,2,S,R
19100051613,8,B,R
19100051614,3,S,G
19100051615,6,B,R
19100051616,2,S,R
19100051617,2,S,R
19100051618,9,B,G
19100051619,0,S,R
19100051620,3,S,G
19100051621,4,S,R
19100051622,2,S,R
19100051623,2,S,R
19100051624,6,B,R
19100051625,7,B,G
19100051626,0,S,R
19100051627,6,B,R
19100051628,7,B,G
19100051629,3,S,G
19100051630,7,B,G
19100051631,8,B,R
19100051632,3,S,G
19100051633,0,S,R
19100051634,8,B,R
19100051635,6,B,R
19100051636,9,B,G
19100051637,0,S,R
19100051638,7,B,G
19100051639,3,S,G
19100051640,3,S,G
19100051641,0,S,R
19100051642,1,S,G
19100051643,1,S,G
19100051644,3,S,G
19100051645,7,B,G
19100051646,4,S,R
19100051647,8,B,R
19100051648,3,S,G
19100051649,9,B,G
19100051650,7,B,G
19100051651,1,S,G
19100051652,2,S,R
19100051653,9,B,G
19100051654,2,S,R
19100051655,3,S,G
19100051656,7,B,G
19100051657,7,B,G
19100051658,1,S,G
19100051659,4,S,R
19100051660,4,S,R
19100051661,4,S,R
19100051662,0,S,R
19100051663,2,S,R
19100051664,2,S,R
19100051665,3,S,G
19100051666,0,S,R
19100051667,5,B,G
19100051668,6,B,R
19100051669,0,S,R
19100051670,4,S,R
19100051671,0,S,R
19100051672,3,S,G
19100051673,8,B,R
19100051674,3,S,G
19100051675,1,S,G
19100051676,4,S,R
19100051677,5,B,G
19100051678,5,B,G
19100051679,6,B,R
19100051680,7,B,G
19100051681,3,S,G
19100051682,7,B,G
19100051683,1,S,G
19100051684,6,B,R
19100051685,2,S,R
19100051686,0,S,R
19100051687,4,S,R
19100051688,7,B,G
19100051689,0,S,R
19100051690,2,S,R
19100051691,6,B,R
19100051692,1,S,G
19100051693,0,S,R
19100051694,0,S,R
19100051695,5,B,G
19100051696,3,S,G
19100051697,6,B,R
19100051698,1,S,G
19100051699,4,S,R
19100051700,3,S,G
19100051701,3,S,G
19100051702,4,S,R
19100051703,0,S,R
19100051704,6,B,R
19100051705,5,B,G
19100051706,8,B,R
19100051707,4,S,R
19100051708,0,S,R
19100051709,6,B,R
19100051710,4,S,R
19100051711,0,S,R
19100051712,8,B,R
19100051713,0,S,R
19100051714,0,S,R
19100051715,3,S,G
19100051716,0,S,R
19100051717,3,S,G
19100051718,9,B,G
19100051719,8,B,R
19100051720,1,S,G
19100051721,4,S,R
19100051722,8,B,R
19100051723,1,S,G
19100051724,7,B,G
19100051725,7,B,G
19100051726,3,S,G
19100051727,2,S,R
19100051728,0,S,R
19100051729,8,B,R
19100051730,8,B,R
19100051731,3,S,G
19100051732,2,S,R
19100051733,2,S,R
19100051734,9,B,G
19100051735,4,S,R
19100051736,3,S,G
19100051737,3,S,G
19100051738,2,S,R
19100051739,5,B,G
19100051740,0,S,R
19100051741,7,B,G
19100051742,8,B,R
19100051743,5,B,G
19100051744,5,B,G
19100051745,7,B,G
19100051746,3,S,G
19100051747,9,B,G
19100051748,0,S,R
19100051749,4,S,R
19100051750,3,S,G
19100051751,3,S,G
19100051752,5,B,G
19100051753,2,S,R
19100051754,7,B,G
19100051755,0,S,R
19100051756,2,S,R
19100051757,6,B,R
19100051758,3,S,G
19100051759,5,B,G
19100051760,1,S,G
19100051761,4,S,R
19100051762,8,B,R
19100051763,3,S,G
19100051764,5,B,G
19100051765,2,S,R
19100051766,9,B,G
19100051767,0,S,R
19100051768,7,B,G
19100051769,4,S,R
19100051770,9,B,G
19100051771,8,B,R
19100051772,6,B,R
19100051773,1,S,G
19100051774,0,S,R
19100051775,3,S,G
19100051776,1,S,G
19100051777,0,S,R
19100051778,3,S,G
19100051779,5,B,G
19100051780,6,B,R
19100051781,1,S,G
19100051782,8,B,R
19100051783,2,S,R
19100051784,3,S,G
19100051785,9,B,G
19100051786,7,B,G
19100051787,3,S,G
19100051788,0,S,R
19100051789,6,B,R
19100051790,7,B,G
19100051791,7,B,G
19100051792,6,B,R
19100051793,4,S,R
19100051794,9,B,G
19100051795,8,B,R
19100051796,9,B,G
19100051797,7,B,G
19100051798,5,B,G
19100051799,8,B,R
19100051800,5,B,G
19100051801,1,S,G
19100051802,3,S,G
19100051803,4,S,R
19100051804,1,S,G
19100051805,5,B,G
19100051806,0,S,R
19100051807,0,S,R
19100051808,2,S,R
19100051809,5,B,G
19100051810,4,S,R
19100051811,8,B,R
19100051812,8,B,R
19100051813,0,S,R
19100051814,6,B,R
19100051815,3,S,G
19100051816,3,S,G
19100051817,2,S,R
19100051818,9,B,G
19100051819,8,B,R
19100051820,3,S,G
19100051821,4,S,R
19100051822,3,S,G
19100051823,2,S,R
19100051824,3,S,G
19100051825,5,B,G
19100051826,7,B,G
19100051827,7,B,G
19100051828,8,B,R
19100051829,0,S,R
19100051830,1,S,G
19100051831,9,B,G
19100051832,4,S,R
19100051833,7,B,G
19100051834,8,B,R
19100051835,5,B,G
19100051836,8,B,R
19100051837,9,B,G
19100051838,3,S,G
19100051839,5,B,G
19100051840,1,S,G
19100051841,4,S,R
19100051842,5,B,G
19100051843,7,B,G
19100051844,6,B,R
19100051845,2,S,R
19100051846,5,B,G
19100051847,3,S,G
19100051848,0,S,R
19100051849,7,B,G
19100051850,6,B,R
19100051851,2,S,R
19100051852,1,S,G
19100051853,6,B,R
19100051854,5,B,G
19100051855,9,B,G
19100051856,1,S,G
19100051857,3,S,G
19100051858,1,S,G
19100051859,2,S,R
19100051860,9,B,G
19100051861,7,B,G
19100051862,8,B,R
19100051863,5,B,G
19100051864,8,B,R
19100051865,5,B,G
19100051866,3,S,G
19100051867,6,B,R
19100051868,5,B,G
19100051869,6,B,R
19100051870,2,S,R
19100051871,6,B,R
19100051872,6,B,R
19100051873,4,S,R
19100051874,6,B,R
19100051875,6,B,R
19100051876,2,S,R
19100051877,5,B,G
19100051878,0,S,R
19100051879,1,S,G
19100051880,8,B,R
19100051881,8,B,R
19100051882,7,B,G
19100051883,1,S,G
19100051884,3,S,G
19100051885,5,B,G
19100051886,4,S,R
19100051887,0,S,R
19100051888,4,S,R
19100051889,7,B,G
19100051890,6,B,R
19100051891,6,B,R
19100051892,5,B,G
19100051893,1,S,G
19100051894,9,B,G
19100051895,6,B,R
19100051896,9,B,G
19100051897,3,S,G
19100051898,3,S,G
19100051899,0,S,R
19100051900,1,S,G
19100051901,7,B,G
19100051902,6,B,R
19100051903,1,S,G
19100051904,7,B,G
19100051905,0,S,R
19100051906,9,B,G
19100051907,6,B,R
19100051908,1,S,G
19100051909,3,S,G
19100051910,6,B,R
19100051911,1,S,G
19100051912,2,S,R
19100051913,9,B,G
19100051914,9,B,G
19100051915,0,S,R
19100051916,8,B,R
19100051917,7,B,G
19100051918,2,S,R
19100051919,7,B,G
19100051920,0,S,R
19100051921,6,B,R
19100051922,7,B,G
19100051923,2,S,R
19100051924,9,B,G
19100051925,7,B,G
19100051926,3,S,G
19100051927,8,B,R
19100051928,9,B,G
19100051929,5,B,G
19100051930,8,B,R
19100051931,2,S,R
19100051932,0,S,R
19100051933,7,B,G
19100051934,3,S,G
19100051935,9,B,G
19100051936,9,B,G
19100051937,9,B,G
19100051938,8,B,R
19100051939,6,B,R
19100051940,9,B,G
19100051941,2,S,R
19100051942,3,S,G
19100051943,4,S,R
19100051944,3,S,G
19100051945,6,B,R
19100051946,3,S,G
19100051947,8,B,R
19100051948,5,B,G
19100051949,7,B,G
19100051950,6,B,R
19100051951,1,S,G
19100051952,7,B,G
19100051953,7,B,G
19100051954,9,B,G
19100051955,7,B,G
19100051956,4,S,R
19100051957,5,B,G
19100051958,4,S,R
19100051959,9,B,G
19100051960,0,S,R
19100051961,5,B,G
19100051962,7,B,G
19100051963,5,B,G
19100051964,5,B,G
19100051965,1,S,G
19100051966,3,S,G
19100051967,7,B,G
19100051968,7,B,G
19100051969,4,S,R
19100051970,5,B,G
19100051971,1,S,G
19100051972,6,B,R
19100051973,6,B,R
19100051974,3,S,G
19100051975,3,S,G
19100051976,2,S,R
19100051977,9,B,G
19100051978,2,S,R
19100051979,6,B,R
19100051980,4,S,R
19100051981,4,S,R
19100051982,4,S,R
19100051983,7,B,G
19100051984,0,S,R
19100051985,7,B,G
19100051986,1,S,G
19100051987,5,B,G
19100051988,7,B,G
19100051989,4,S,R
19100051990,4,S,R
19100051991,2,S,R
19100051992,4,S,R
19100051993,6,B,R
19100051994,9,B,G
19100051995,1,S,G
19100051996,8,B,R
19100051997,6,B,R
19100051998,0,S,R
19100051999,2,S,R
19100052000,9,B,G
19100052001,0,S,R
19100052002,0,S,R
19100052003,9,B,G
19100052004,5,B,G
19100052005,1,S,G
19100052006,7,B,G
19100052007,2,S,R
19100052008,0,S,R
19100052009,4,S,R
19100052010,3,S,G
19100052011,5,B,G
19100052012,9,B,G
19100052013,0,S,R
19100052014,6,B,R
19100052015,0,S,R
19100052016,3,S,G
19100052017,8,B,R
19100052018,4,S,R
19100052019,9,B,G
19100052020,6,B,R
19100052021,3,S,G
19100052022,2,S,R
19100052023,4,S,R
19100052024,1,S,G
19100052025,5,B,G
19100052026,0,S,R
19100052027,8,B,R
19100052028,1,S,G
19100052029,4,S,R
19100052030,6,B,R
19100052031,2,S,R
19100052032,2,S,R
19100052033,2,S,R
19100052034,2,S,R
19100052035,6,B,R
19100052036,8,B,R
19100052037,5,B,G
19100052038,6,B,R
19100052039,6,B,R
19100052040,1,S,G
19100052041,0,S,R
19100052042,8,B,R
19100052043,5,B,G
19100052044,3,S,G
19100052045,7,B,G
19100052046,0,S,R
19100052047,9,B,G
19100052048,1,S,G
19100052049,9,B,G
19100052050,2,S,R
19100052051,5,B,G
19100052052,8,B,R
19100052053,5,B,G
19100052054,3,S,G
19100052055,3,S,G
19100052056,9,B,G
19100052057,7,B,G
19100052058,1,S,G
19100052059,6,B,R
19100052060,5,B,G
19100052061,5,B,G
19100052062,6,B,R
19100052063,3,S,G
19100052064,2,S,R
19100052065,1,S,G
19100052066,1,S,G
19100052067,8,B,R
19100052068,0,S,R
19100052069,5,B,G
19100052070,4,S,R
19100052071,7,B,G
19100052072,9,B,G
19100052073,8,B,R
19100052074,8,B,R
19100052075,9,B,G
19100052076,1,S,G
19100052077,0,S,R
19100052078,1,S,G
19100052079,7,B,G
19100052080,4,S,R
19100052081,9,B,G
19100052082,6,B,R
19100052083,5,B,G
19100052084,2,S,R
19100052085,9,B,G
19100052086,0,S,R
19100052087,2,S,R
19100052088,6,B,R
19100052089,0,S,R
19100052090,8,B,R
19100052091,7,B,G
19100052092,7,B,G
19100052093,3,S,G
19100052094,2,S,R
19100052095,5,B,G
19100052096,3,S,G
19100052097,5,B,G
19100052098,9,B,G
19100052099,4,S,R
19100052100,4,S,R
19100052101,6,B,R
19100052102,0,S,R
19100052103,9,B,G
19100052104,7,B,G
19100052105,4,S,R
19100052106,4,S,R
19100052107,1,S,G
19100052108,3,S,G
19100052109,2,S,R
19100052110,4,S,R
19100052111,4,S,R
19100052112,8,B,R
19100052113,2,S,R
19100052114,9,B,G
19100052115,4,S,R
19100052116,5,B,G
19100052117,0,S,R
19100052118,9,B,G
19100052119,4,S,R
19100052120,8,B,R
19100052121,6,B,R
19100052122,2,S,R
19100052123,6,B,R
19100052124,1,S,G
19100052125,8,B,R
19100052126,1,S,G
19100052127,0,S,R
19100052128,0,S,R
19100052129,4,S,R
19100052130,8,B,R
19100052131,9,B,G
19100052132,0,S,R
19100052133,2,S,R
19100052134,0,S,R
19100052513,5,B,G
19100052514,5,B,G
19100052515,8,B,R
19100052516,1,S,G
19100052517,0,S,R
19100052518,2,S,R
19100052519,7,B,G
19100052520,7,B,G
19100052521,0,S,R
19100052522,4,S,R
19100052523,3,S,G
19100052524,0,S,R
19100052525,6,B,R
19100052526,8,B,R
19100052527,1,S,G
19100052528,3,S,G
19100052529,7,B,G
19100052530,6,B,R
19100052531,9,B,G
19100052532,5,B,G
19100052533,5,B,G
19100052534,2,S,R
19100052535,8,B,R
19100052536,1,S,G
19100052537,6,B,R
19100052538,8,B,R
19100052539,4,S,R
19100052540,9,B,G
19100052541,9,B,G
19100052542,3,S,G
19100052543,8,B,R
19100052544,8,B,R
19100052545,8,B,R
19100052546,8,B,R
19100052547,3,S,G
19100052548,7,B,G
19100052549,2,S,R
19100052550,1,S,G
19100052551,4,S,R
19100052552,2,S,R
19100052553,7,B,G
19100052554,8,B,R
19100052555,1,S,G
19100052556,9,B,G
19100052557,6,B,R
19100052558,2,S,R
19100052559,0,S,R
19100052560,8,B,R
19100052561,9,B,G
19100052562,5,B,G
19100052563,2,S,R
19100052564,7,B,G
19100052565,2,S,R
19100052566,5,B,G
19100052567,1,S,G
19100052568,2,S,R
19100052569,9,B,G
19100052570,7,B,G
19100052571,3,S,G
19100052572,2,S,R
19100052573,0,S,R
19100052574,7,B,G
19100052575,7,B,G
19100052576,4,S,R
19100052577,3,S,G
19100052578,8,B,R
19100052579,2,S,R
19100052580,2,S,R
19100052581,8,B,R
19100052582,8,B,R
19100052583,1,S,G
19100052584,6,B,R
19100052585,5,B,G
19100052586,3,S,G
19100052587,3,S,G
19100052588,2,S,R
19100052589,6,B,R
19100052590,0,S,R
19100052591,8,B,R
19100052592,5,B,G
19100052593,7,B,G
19100052594,1,S,G
19100052595,8,B,R
19100052596,9,B,G
19100052597,5,B,G
19100052598,3,S,G
19100052599,6,B,R
19100052600,1,S,G
19100052601,1,S,G
19100052602,0,S,R
19100052603,6,B,R
19100052604,0,S,R
19100052605,8,B,R
19100052606,9,B,G
19100052607,3,S,G
19100052608,6,B,R
19100052609,4,S,R
19100052610,7,B,G
19100052611,8,B,R
19100052612,6,B,R
19100052613,3,S,G
19100052614,1,S,G
19100052615,7,B,G
19100052616,0,S,R
19100052617,6,B,R
19100052618,3,S,G
19100052619,9,B,G
19100052620,6,B,R
19100052621,8,B,R
19100052622,0,S,R
19100052623,9,B,G
19100052624,1,S,G
19100052625,5,B,G
19100052626,8,B,R
19100052627,0,S,R
19100052628,9,B,G
19100052629,1,S,G
19100052630,6,B,R
19100052631,7,B,G
19100052632,4,S,R
19100052633,0,S,R
19100052634,6,B,R
19100052635,0,S,R
19100052636,5,B,G
19100052637,6,B,R
19100052638,0,S,R
19100052639,3,S,G
19100052640,1,S,G
19100052641,7,B,G
19100052642,7,B,G
19100052643,5,B,G
19100052644,6,B,R
19100052645,9,B,G
19100052646,5,B,G
19100052647,0,S,R
19100052648,5,B,G
19100052649,5,B,G
19100052650,5,B,G
19100052651,7,B,G
19100052652,0,S,R
19100052653,8,B,R
19100052654,0,S,R
19100052655,4,S,R
19100052656,5,B,G
19100052657,3,S,G
19100052658,4,S,R
19100052659,4,S,R
19100052660,3,S,G
19100052661,8,B,R
19100052662,6,B,R
19100052663,3,S,G
19100052664,2,S,R
